ID:639 has a score of 4.33, Letter grade: F
ID:912 has a score of 53.33, Letter grade: F
ID:429 has a score of 53.33, Letter grade: F
ID:590 has a score of 53.33, Letter grade: F
ID:872 has a score of 53.33, Letter grade: F
ID:545 has a score of 53.33, Letter grade: F
ID:445 has a score of 53.33, Letter grade: F
ID:201 has a score of 53.33, Letter grade: F
ID:691 has a score of 53.33, Letter grade: F
ID:115 has a score of 53.33, Letter grade: F
ID:289 has a score of 53.33, Letter grade: F
ID:912 has a score of 53.33, Letter grade: F
ID:429 has a score of 53.33, Letter grade: F
ID:590 has a score of 53.33, Letter grade: F
ID:872 has a score of 53.33, Letter grade: F
ID:545 has a score of 53.33, Letter grade: F
ID:445 has a score of 53.33, Letter grade: F
ID:201 has a score of 53.33, Letter grade: F
ID:691 has a score of 53.33, Letter grade: F
ID:115 has a score of 53.33, Letter grade: F
ID:289 has a score of 53.33, Letter grade: F
ID:912 has a score of 53.33, Letter grade: F
ID:429 has a score of 53.33, Letter grade: F
ID:590 has a score of 53.33, Letter grade: F
ID:872 has a score of 53.33, Letter grade: F
ID:545 has a score of 53.33, Letter grade: F
ID:445 has a score of 53.33, Letter grade: F
ID:201 has a score of 53.33, Letter grade: F
ID:691 has a score of 53.33, Letter grade: F
ID:115 has a score of 53.33, Letter grade: F
ID:289 has a score of 53.33, Letter grade: F
ID:912 has a score of 53.33, Letter grade: F
ID:429 has a score of 53.33, Letter grade: F
ID:590 has a score of 53.33, Letter grade: F
ID:872 has a score of 53.33, Letter grade: F
ID:545 has a score of 53.33, Letter grade: F
ID:445 has a score of 53.33, Letter grade: F
ID:201 has a score of 53.33, Letter grade: F
ID:691 has a score of 53.33, Letter grade: F
ID:115 has a score of 53.33, Letter grade: F
ID:289 has a score of 53.33, Letter grade: F
ID:912 has a score of 53.33, Letter grade: F
ID:429 has a score of 53.33, Letter grade: F
ID:590 has a score of 53.33, Letter grade: F
ID:872 has a score of 53.33, Letter grade: F
ID:545 has a score of 53.33, Letter grade: F
ID:445 has a score of 53.33, Letter grade: F
ID:303 has a score of 53.67, Letter grade: F
ID:703 has a score of 53.67, Letter grade: F
ID:321 has a score of 53.67, Letter grade: F
ID:548 has a score of 53.67, Letter grade: F
ID:303 has a score of 53.67, Letter grade: F
ID:703 has a score of 53.67, Letter grade: F
ID:321 has a score of 53.67, Letter grade: F
ID:548 has a score of 53.67, Letter grade: F
ID:303 has a score of 53.67, Letter grade: F
ID:703 has a score of 53.67, Letter grade: F
ID:321 has a score of 53.67, Letter grade: F
ID:548 has a score of 53.67, Letter grade: F
ID:303 has a score of 53.67, Letter grade: F
ID:703 has a score of 53.67, Letter grade: F
ID:321 has a score of 53.67, Letter grade: F
ID:548 has a score of 53.67, Letter grade: F
ID:435 has a score of 54.0, Letter grade: F
ID:663 has a score of 54.0, Letter grade: F
ID:393 has a score of 54.0, Letter grade: F
ID:979 has a score of 54.0, Letter grade: F
ID:219 has a score of 54.0, Letter grade: F
ID:645 has a score of 54.0, Letter grade: F
ID:401 has a score of 54.0, Letter grade: F
ID:428 has a score of 54.0, Letter grade: F
ID:662 has a score of 54.0, Letter grade: F
ID:531 has a score of 54.0, Letter grade: F
ID:435 has a score of 54.0, Letter grade: F
ID:663 has a score of 54.0, Letter grade: F
ID:393 has a score of 54.0, Letter grade: F
ID:979 has a score of 54.0, Letter grade: F
ID:219 has a score of 54.0, Letter grade: F
ID:645 has a score of 54.0, Letter grade: F
ID:401 has a score of 54.0, Letter grade: F
ID:428 has a score of 54.0, Letter grade: F
ID:662 has a score of 54.0, Letter grade: F
ID:531 has a score of 54.0, Letter grade: F
ID:435 has a score of 54.0, Letter grade: F
ID:663 has a score of 54.0, Letter grade: F
ID:393 has a score of 54.0, Letter grade: F
ID:979 has a score of 54.0, Letter grade: F
ID:219 has a score of 54.0, Letter grade: F
ID:645 has a score of 54.0, Letter grade: F
ID:401 has a score of 54.0, Letter grade: F
ID:428 has a score of 54.0, Letter grade: F
ID:662 has a score of 54.0, Letter grade: F
ID:531 has a score of 54.0, Letter grade: F
ID:435 has a score of 54.0, Letter grade: F
ID:663 has a score of 54.0, Letter grade: F
ID:393 has a score of 54.0, Letter grade: F
ID:979 has a score of 54.0, Letter grade: F
ID:219 has a score of 54.0, Letter grade: F
ID:645 has a score of 54.0, Letter grade: F
ID:401 has a score of 54.0, Letter grade: F
ID:428 has a score of 54.0, Letter grade: F
ID:662 has a score of 54.0, Letter grade: F
ID:531 has a score of 54.0, Letter grade: F
ID:435 has a score of 54.0, Letter grade: F
ID:663 has a score of 54.0, Letter grade: F
ID:393 has a score of 54.0, Letter grade: F
ID:979 has a score of 54.0, Letter grade: F
ID:219 has a score of 54.0, Letter grade: F
ID:645 has a score of 54.0, Letter grade: F
ID:401 has a score of 54.0, Letter grade: F
ID:428 has a score of 54.0, Letter grade: F
ID:662 has a score of 54.0, Letter grade: F
ID:531 has a score of 54.0, Letter grade: F
ID:435 has a score of 54.0, Letter grade: F
ID:663 has a score of 54.0, Letter grade: F
ID:393 has a score of 54.0, Letter grade: F
ID:979 has a score of 54.0, Letter grade: F
ID:219 has a score of 54.0, Letter grade: F
ID:645 has a score of 54.0, Letter grade: F
ID:401 has a score of 54.0, Letter grade: F
ID:428 has a score of 54.0, Letter grade: F
ID:662 has a score of 54.0, Letter grade: F
ID:531 has a score of 54.0, Letter grade: F
ID:435 has a score of 54.0, Letter grade: F
ID:663 has a score of 54.0, Letter grade: F
ID:393 has a score of 54.0, Letter grade: F
ID:979 has a score of 54.0, Letter grade: F
ID:219 has a score of 54.0, Letter grade: F
ID:645 has a score of 54.0, Letter grade: F
ID:401 has a score of 54.0, Letter grade: F
ID:428 has a score of 54.0, Letter grade: F
ID:662 has a score of 54.0, Letter grade: F
ID:531 has a score of 54.0, Letter grade: F
ID:435 has a score of 54.0, Letter grade: F
ID:663 has a score of 54.0, Letter grade: F
ID:393 has a score of 54.0, Letter grade: F
ID:979 has a score of 54.0, Letter grade: F
ID:219 has a score of 54.0, Letter grade: F
ID:645 has a score of 54.0, Letter grade: F
ID:401 has a score of 54.0, Letter grade: F
ID:428 has a score of 54.0, Letter grade: F
ID:662 has a score of 54.0, Letter grade: F
ID:531 has a score of 54.0, Letter grade: F
ID:435 has a score of 54.0, Letter grade: F
ID:663 has a score of 54.0, Letter grade: F
ID:393 has a score of 54.0, Letter grade: F
ID:979 has a score of 54.0, Letter grade: F
ID:219 has a score of 54.0, Letter grade: F
ID:645 has a score of 54.0, Letter grade: F
ID:401 has a score of 54.0, Letter grade: F
ID:428 has a score of 54.0, Letter grade: F
ID:662 has a score of 54.0, Letter grade: F
ID:531 has a score of 54.0, Letter grade: F
ID:435 has a score of 54.0, Letter grade: F
ID:663 has a score of 54.0, Letter grade: F
ID:393 has a score of 54.0, Letter grade: F
ID:979 has a score of 54.0, Letter grade: F
ID:219 has a score of 54.0, Letter grade: F
ID:645 has a score of 54.0, Letter grade: F
ID:401 has a score of 54.0, Letter grade: F
ID:428 has a score of 54.0, Letter grade: F
ID:662 has a score of 54.0, Letter grade: F
ID:531 has a score of 54.0, Letter grade: F
ID:541 has a score of 54.33, Letter grade: F
ID:618 has a score of 54.33, Letter grade: F
ID:337 has a score of 54.33, Letter grade: F
ID:487 has a score of 54.33, Letter grade: F
ID:541 has a score of 54.33, Letter grade: F
ID:618 has a score of 54.33, Letter grade: F
ID:337 has a score of 54.33, Letter grade: F
ID:487 has a score of 54.33, Letter grade: F
ID:541 has a score of 54.33, Letter grade: F
ID:618 has a score of 54.33, Letter grade: F
ID:337 has a score of 54.33, Letter grade: F
ID:487 has a score of 54.33, Letter grade: F
ID:541 has a score of 54.33, Letter grade: F
ID:618 has a score of 54.33, Letter grade: F
ID:337 has a score of 54.33, Letter grade: F
ID:487 has a score of 54.33, Letter grade: F
ID:822 has a score of 54.67, Letter grade: F
ID:123 has a score of 54.67, Letter grade: F
ID:648 has a score of 54.67, Letter grade: F
ID:764 has a score of 54.67, Letter grade: F
ID:157 has a score of 54.67, Letter grade: F
ID:822 has a score of 54.67, Letter grade: F
ID:123 has a score of 54.67, Letter grade: F
ID:648 has a score of 54.67, Letter grade: F
ID:764 has a score of 54.67, Letter grade: F
ID:157 has a score of 54.67, Letter grade: F
ID:822 has a score of 54.67, Letter grade: F
ID:123 has a score of 54.67, Letter grade: F
ID:648 has a score of 54.67, Letter grade: F
ID:764 has a score of 54.67, Letter grade: F
ID:157 has a score of 54.67, Letter grade: F
ID:822 has a score of 54.67, Letter grade: F
ID:123 has a score of 54.67, Letter grade: F
ID:648 has a score of 54.67, Letter grade: F
ID:764 has a score of 54.67, Letter grade: F
ID:157 has a score of 54.67, Letter grade: F
ID:822 has a score of 54.67, Letter grade: F
ID:123 has a score of 54.67, Letter grade: F
ID:648 has a score of 54.67, Letter grade: F
ID:764 has a score of 54.67, Letter grade: F
ID:157 has a score of 54.67, Letter grade: F
ID:204 has a score of 55.0, Letter grade: F
ID:767 has a score of 55.0, Letter grade: F
ID:361 has a score of 55.0, Letter grade: F
ID:310 has a score of 55.0, Letter grade: F
ID:679 has a score of 55.0, Letter grade: F
ID:204 has a score of 55.0, Letter grade: F
ID:767 has a score of 55.0, Letter grade: F
ID:361 has a score of 55.0, Letter grade: F
ID:310 has a score of 55.0, Letter grade: F
ID:679 has a score of 55.0, Letter grade: F
ID:204 has a score of 55.0, Letter grade: F
ID:767 has a score of 55.0, Letter grade: F
ID:361 has a score of 55.0, Letter grade: F
ID:310 has a score of 55.0, Letter grade: F
ID:679 has a score of 55.0, Letter grade: F
ID:204 has a score of 55.0, Letter grade: F
ID:767 has a score of 55.0, Letter grade: F
ID:361 has a score of 55.0, Letter grade: F
ID:310 has a score of 55.0, Letter grade: F
ID:679 has a score of 55.0, Letter grade: F
ID:204 has a score of 55.0, Letter grade: F
ID:767 has a score of 55.0, Letter grade: F
ID:361 has a score of 55.0, Letter grade: F
ID:310 has a score of 55.0, Letter grade: F
ID:679 has a score of 55.0, Letter grade: F
ID:543 has a score of 55.33, Letter grade: F
ID:417 has a score of 55.33, Letter grade: F
ID:603 has a score of 55.33, Letter grade: F
ID:355 has a score of 55.33, Letter grade: F
ID:266 has a score of 55.33, Letter grade: F
ID:342 has a score of 55.33, Letter grade: F
ID:543 has a score of 55.33, Letter grade: F
ID:417 has a score of 55.33, Letter grade: F
ID:603 has a score of 55.33, Letter grade: F
ID:355 has a score of 55.33, Letter grade: F
ID:266 has a score of 55.33, Letter grade: F
ID:342 has a score of 55.33, Letter grade: F
ID:543 has a score of 55.33, Letter grade: F
ID:417 has a score of 55.33, Letter grade: F
ID:603 has a score of 55.33, Letter grade: F
ID:355 has a score of 55.33, Letter grade: F
ID:266 has a score of 55.33, Letter grade: F
ID:342 has a score of 55.33, Letter grade: F
ID:543 has a score of 55.33, Letter grade: F
ID:417 has a score of 55.33, Letter grade: F
ID:603 has a score of 55.33, Letter grade: F
ID:355 has a score of 55.33, Letter grade: F
ID:266 has a score of 55.33, Letter grade: F
ID:342 has a score of 55.33, Letter grade: F
ID:543 has a score of 55.33, Letter grade: F
ID:417 has a score of 55.33, Letter grade: F
ID:603 has a score of 55.33, Letter grade: F
ID:355 has a score of 55.33, Letter grade: F
ID:266 has a score of 55.33, Letter grade: F
ID:342 has a score of 55.33, Letter grade: F
ID:543 has a score of 55.33, Letter grade: F
ID:417 has a score of 55.33, Letter grade: F
ID:603 has a score of 55.33, Letter grade: F
ID:355 has a score of 55.33, Letter grade: F
ID:266 has a score of 55.33, Letter grade: F
ID:342 has a score of 55.33, Letter grade: F
ID:253 has a score of 55.67, Letter grade: F
ID:569 has a score of 55.67, Letter grade: F
ID:617 has a score of 55.67, Letter grade: F
ID:578 has a score of 55.67, Letter grade: F
ID:253 has a score of 55.67, Letter grade: F
ID:569 has a score of 55.67, Letter grade: F
ID:617 has a score of 55.67, Letter grade: F
ID:578 has a score of 55.67, Letter grade: F
ID:253 has a score of 55.67, Letter grade: F
ID:569 has a score of 55.67, Letter grade: F
ID:617 has a score of 55.67, Letter grade: F
ID:578 has a score of 55.67, Letter grade: F
ID:253 has a score of 55.67, Letter grade: F
ID:569 has a score of 55.67, Letter grade: F
ID:617 has a score of 55.67, Letter grade: F
ID:578 has a score of 55.67, Letter grade: F
ID:808 has a score of 56.0, Letter grade: F
ID:780 has a score of 56.0, Letter grade: F
ID:871 has a score of 56.0, Letter grade: F
ID:373 has a score of 56.0, Letter grade: F
ID:735 has a score of 56.0, Letter grade: F
ID:798 has a score of 56.0, Letter grade: F
ID:808 has a score of 56.0, Letter grade: F
ID:780 has a score of 56.0, Letter grade: F
ID:871 has a score of 56.0, Letter grade: F
ID:373 has a score of 56.0, Letter grade: F
ID:735 has a score of 56.0, Letter grade: F
ID:798 has a score of 56.0, Letter grade: F
ID:808 has a score of 56.0, Letter grade: F
ID:780 has a score of 56.0, Letter grade: F
ID:871 has a score of 56.0, Letter grade: F
ID:373 has a score of 56.0, Letter grade: F
ID:735 has a score of 56.0, Letter grade: F
ID:798 has a score of 56.0, Letter grade: F
ID:808 has a score of 56.0, Letter grade: F
ID:780 has a score of 56.0, Letter grade: F
ID:871 has a score of 56.0, Letter grade: F
ID:373 has a score of 56.0, Letter grade: F
ID:735 has a score of 56.0, Letter grade: F
ID:798 has a score of 56.0, Letter grade: F
ID:808 has a score of 56.0, Letter grade: F
ID:780 has a score of 56.0, Letter grade: F
ID:871 has a score of 56.0, Letter grade: F
ID:373 has a score of 56.0, Letter grade: F
ID:735 has a score of 56.0, Letter grade: F
ID:798 has a score of 56.0, Letter grade: F
ID:808 has a score of 56.0, Letter grade: F
ID:780 has a score of 56.0, Letter grade: F
ID:871 has a score of 56.0, Letter grade: F
ID:373 has a score of 56.0, Letter grade: F
ID:735 has a score of 56.0, Letter grade: F
ID:798 has a score of 56.0, Letter grade: F
ID:870 has a score of 56.33, Letter grade: F
ID:209 has a score of 56.33, Letter grade: F
ID:857 has a score of 56.33, Letter grade: F
ID:143 has a score of 56.33, Letter grade: F
ID:516 has a score of 56.33, Letter grade: F
ID:839 has a score of 56.33, Letter grade: F
ID:513 has a score of 56.33, Letter grade: F
ID:686 has a score of 56.33, Letter grade: F
ID:728 has a score of 56.33, Letter grade: F
ID:870 has a score of 56.33, Letter grade: F
ID:209 has a score of 56.33, Letter grade: F
ID:857 has a score of 56.33, Letter grade: F
ID:143 has a score of 56.33, Letter grade: F
ID:516 has a score of 56.33, Letter grade: F
ID:839 has a score of 56.33, Letter grade: F
ID:513 has a score of 56.33, Letter grade: F
ID:686 has a score of 56.33, Letter grade: F
ID:728 has a score of 56.33, Letter grade: F
ID:870 has a score of 56.33, Letter grade: F
ID:209 has a score of 56.33, Letter grade: F
ID:857 has a score of 56.33, Letter grade: F
ID:143 has a score of 56.33, Letter grade: F
ID:516 has a score of 56.33, Letter grade: F
ID:839 has a score of 56.33, Letter grade: F
ID:513 has a score of 56.33, Letter grade: F
ID:686 has a score of 56.33, Letter grade: F
ID:728 has a score of 56.33, Letter grade: F
ID:870 has a score of 56.33, Letter grade: F
ID:209 has a score of 56.33, Letter grade: F
ID:857 has a score of 56.33, Letter grade: F
ID:143 has a score of 56.33, Letter grade: F
ID:516 has a score of 56.33, Letter grade: F
ID:839 has a score of 56.33, Letter grade: F
ID:513 has a score of 56.33, Letter grade: F
ID:686 has a score of 56.33, Letter grade: F
ID:728 has a score of 56.33, Letter grade: F
ID:870 has a score of 56.33, Letter grade: F
ID:209 has a score of 56.33, Letter grade: F
ID:857 has a score of 56.33, Letter grade: F
ID:143 has a score of 56.33, Letter grade: F
ID:516 has a score of 56.33, Letter grade: F
ID:839 has a score of 56.33, Letter grade: F
ID:513 has a score of 56.33, Letter grade: F
ID:686 has a score of 56.33, Letter grade: F
ID:728 has a score of 56.33, Letter grade: F
ID:870 has a score of 56.33, Letter grade: F
ID:209 has a score of 56.33, Letter grade: F
ID:857 has a score of 56.33, Letter grade: F
ID:143 has a score of 56.33, Letter grade: F
ID:516 has a score of 56.33, Letter grade: F
ID:839 has a score of 56.33, Letter grade: F
ID:513 has a score of 56.33, Letter grade: F
ID:686 has a score of 56.33, Letter grade: F
ID:728 has a score of 56.33, Letter grade: F
ID:870 has a score of 56.33, Letter grade: F
ID:209 has a score of 56.33, Letter grade: F
ID:857 has a score of 56.33, Letter grade: F
